Tiempo_s,Voltaje_V
9.3364,2.27450980392157
9.3366,2.27450980392157
9.3368,2.27450980392157
9.337,2.25490196078431
9.3372,2.29411764705882
9.3374,2.29411764705882
9.3376,2.27450980392157
9.3378,2.27450980392157
9.338,2.29411764705882
9.3382,2.31372549019608
9.3384,2.29411764705882
9.3386,2.29411764705882
9.3388,2.29411764705882
9.339,2.31372549019608
9.3392,2.29411764705882
9.3394,2.27450980392157
9.3396,2.29411764705882
9.3398,2.31372549019608
9.34,2.31372549019608
9.3402,2.29411764705882
9.3404,2.31372549019608
9.3406,2.35294117647059
9.3408,2.37254901960784
9.341,2.37254901960784
9.3412,2.3921568627451
9.3414,2.41176470588235
9.3416,2.41176470588235
9.3418,2.3921568627451
9.342,2.41176470588235
9.3422,2.45098039215686
9.3424,2.43137254901961
9.3426,2.3921568627451
9.3428,2.37254901960784
9.343,2.3921568627451
9.3432,2.41176470588235
9.3434,2.3921568627451
9.3436,2.35294117647059
9.3438,2.33333333333333
9.344,2.29411764705882
9.3442,2.27450980392157
9.3444,2.25490196078431
9.3446,2.29411764705882
9.3448,2.33333333333333
9.345,2.33333333333333
9.3452,2.31372549019608
9.3454,2.33333333333333
9.3456,2.37254901960784
9.3458,2.37254901960784
9.346,2.35294117647059
9.3462,2.37254901960784
9.3464,2.41176470588235
9.3466,2.41176470588235
9.3468,2.37254901960784
9.347,2.35294117647059
9.3472,2.31372549019608
9.3474,2.31372549019608
9.3476,2.31372549019608
9.3478,2.3921568627451
9.348,2.6078431372549
9.3482,2.94117647058824
9.3484,3.3921568627451
9.3486,3.88235294117647
9.3488,4.41176470588235
9.349,4.66666666666667
9.3492,4.25490196078431
9.3494,3.23529411764706
9.3496,2.29411764705882
9.3498,1.80392156862745
9.35,1.7843137254902
9.3502,2.05882352941176
9.3504,2.31372549019608
9.3506,2.43137254901961
9.3508,2.41176470588235
9.351,2.33333333333333
9.3512,2.31372549019608
9.3514,2.31372549019608
9.3516,2.29411764705882
9.3518,2.29411764705882
9.352,2.31372549019608
9.3522,2.35294117647059
9.3524,2.37254901960784
9.3526,2.35294117647059
9.3528,2.35294117647059
9.353,2.3921568627451
9.3532,2.3921568627451
9.3534,2.37254901960784
9.3536,2.37254901960784
9.3538,2.3921568627451
9.354,2.3921568627451
9.3542,2.37254901960784
9.3544,2.37254901960784
9.3546,2.3921568627451
9.3548,2.43137254901961
9.355,2.43137254901961
9.3552,2.41176470588235
9.3554,2.45098039215686
9.3556,2.47058823529412
9.3558,2.49019607843137
9.356,2.49019607843137
9.3562,2.50980392156863
9.3564,2.52941176470588
9.3566,2.52941176470588
9.3568,2.50980392156863
9.357,2.52941176470588
9.3572,2.56862745098039
9.3574,2.56862745098039
9.3576,2.54901960784314
9.3578,2.54901960784314
9.358,2.58823529411765
9.3582,2.6078431372549
9.3584,2.6078431372549
9.3586,2.62745098039216
9.3588,2.66666666666667
9.359,2.68627450980392
9.3592,2.68627450980392
9.3594,2.70588235294118
9.3596,2.72549019607843
9.3598,2.72549019607843
9.36,2.70588235294118
9.3602,2.70588235294118
9.3604,2.72549019607843
9.3606,2.76470588235294
9.3608,2.76470588235294
9.361,2.74509803921569
9.3612,2.74509803921569
9.3614,2.76470588235294
9.3616,2.76470588235294
9.3618,2.72549019607843
9.362,2.74509803921569
9.3622,2.76470588235294
9.3624,2.72549019607843
9.3626,2.66666666666667
9.3628,2.62745098039216
9.363,2.6078431372549
9.3632,2.54901960784314
9.3634,2.47058823529412
9.3636,2.43137254901961
9.3638,2.43137254901961
9.364,2.41176470588235
9.3642,2.37254901960784
9.3644,2.33333333333333
9.3646,2.31372549019608
9.3648,2.27450980392157
9.365,2.2156862745098
9.3652,2.17647058823529
9.3654,2.17647058823529
9.3656,2.19607843137255
9.3658,2.19607843137255
9.366,2.15686274509804
9.3662,2.15686274509804
9.3664,2.17647058823529
9.3666,2.15686274509804
9.3668,2.15686274509804
9.367,2.17647058823529
9.3672,2.19607843137255
9.3674,2.2156862745098
9.3676,2.19607843137255
9.3678,2.2156862745098
9.368,2.23529411764706
9.3682,2.23529411764706
9.3684,2.2156862745098
9.3686,2.23529411764706
9.3688,2.25490196078431
9.369,2.25490196078431
9.3692,2.2156862745098
9.3694,2.19607843137255
9.3696,2.23529411764706
9.3698,2.23529411764706
9.37,2.2156862745098
9.3702,2.2156862745098
9.3704,2.23529411764706
9.3706,2.25490196078431
9.3708,2.23529411764706
9.371,2.23529411764706
9.3712,2.23529411764706
9.3714,2.23529411764706
9.3716,2.19607843137255
9.3718,2.17647058823529
9.372,2.19607843137255
9.3722,2.23529411764706
9.3724,2.23529411764706
9.3726,2.23529411764706
9.3728,2.25490196078431
9.373,2.25490196078431
9.3732,2.23529411764706
9.3734,2.2156862745098
9.3736,2.2156862745098
9.3738,2.23529411764706
9.374,2.23529411764706
9.3742,2.2156862745098
9.3744,2.19607843137255
9.3746,2.23529411764706
9.3748,2.23529411764706
9.375,2.2156862745098
9.3752,2.2156862745098
9.3754,2.23529411764706
9.3756,2.23529411764706
9.3758,2.23529411764706
9.376,2.2156862745098
9.3762,2.25490196078431
9.3764,2.27450980392157
9.3766,2.27450980392157
9.3768,2.27450980392157
9.377,2.29411764705882
9.3772,2.29411764705882
9.3774,2.29411764705882
9.3776,2.27450980392157
9.3778,2.27450980392157
9.378,2.29411764705882
9.3782,2.29411764705882
9.3784,2.27450980392157
9.3786,2.25490196078431
9.3788,2.27450980392157
9.379,2.27450980392157
9.3792,2.25490196078431
9.3794,2.27450980392157
9.3796,2.31372549019608
9.3798,2.31372549019608
9.38,2.27450980392157
9.3802,2.27450980392157
9.3804,2.31372549019608
9.3806,2.31372549019608
9.3808,2.29411764705882
9.381,2.29411764705882
9.3812,2.29411764705882
9.3814,2.31372549019608
9.3816,2.29411764705882
9.3818,2.29411764705882
9.382,2.31372549019608
9.3822,2.31372549019608
9.3824,2.29411764705882
9.3826,2.25490196078431
9.3828,2.27450980392157
9.383,2.31372549019608
9.3832,2.33333333333333
9.3834,2.31372549019608
9.3836,2.33333333333333
9.3838,2.35294117647059
9.384,2.33333333333333
9.3842,2.29411764705882
9.3844,2.33333333333333
9.3846,2.3921568627451
9.3848,2.41176470588235
9.385,2.3921568627451
9.3852,2.41176470588235
9.3854,2.43137254901961
9.3856,2.43137254901961
9.3858,2.3921568627451
9.386,2.37254901960784
9.3862,2.37254901960784
9.3864,2.37254901960784
9.3866,2.35294117647059
9.3868,2.35294117647059
9.387,2.37254901960784
9.3872,2.37254901960784
9.3874,2.33333333333333
9.3876,2.29411764705882
9.3878,2.31372549019608
9.388,2.33333333333333
9.3882,2.33333333333333
9.3884,2.31372549019608
9.3886,2.31372549019608
9.3888,2.33333333333333
9.389,2.31372549019608
9.3892,2.31372549019608
9.3894,2.31372549019608
9.3896,2.35294117647059
9.3898,2.33333333333333
9.39,2.31372549019608
9.3902,2.31372549019608
9.3904,2.35294117647059
9.3906,2.35294117647059
9.3908,2.29411764705882
9.391,2.29411764705882
9.3912,2.33333333333333
9.3914,2.43137254901961
9.3916,2.6078431372549
9.3918,2.92156862745098
9.392,3.43137254901961
9.3922,3.94117647058824
9.3924,4.41176470588235
9.3926,4.54901960784314
